	1	-238.93845759835105
	2	-214.51645255406945
	3	-178.17892211879223
	4	-299.0074895016
	5	-159.380355287001
	6	-254.39595484322493
	7	-338.47485117523246
	8	-225.15514820142516
	9	-33.2920503079672
	10	-94.52725638256365
	11	-299.6859033618017
	12	-414.4555443882692
	13	-381.823737782986
	14	-96.09340004969131
	15	-87.66391105006382
	16	-52.20561943026216
	17	-104.348271949256
	18	-231.29651656807832
	19	-134.8622047460103
	20	-318.0702517171263
	21	-352.2282080368466
	22	-183.69975905100392
	23	-429.3275649124609
	24	-398.0991278444005
	25	0.3257258815802544
	26	-291.5771602446968
	27	-446.6422445314482
	28	-185.06502339925575
	29	-290.4030477713991
	30	-19.238215747815914
	31	-94.6520918373303
	32	-288.3150658375627
	33	-569.9400517820466
	34	-253.627548997884
	35	-292.64319116958416
	36	-116.60839929270762
	37	-410.67545354065413
	38	-38.16565879241675
	39	-182.569242651182
	40	-123.49886712358798
	41	-83.37510416423146
	42	-240.2695950418045
	43	-514.8898398183467
	44	-78.40342567589508
	45	-408.5746541630745
	46	-106.98773739322826
	47	-284.1832995021643
	48	-105.4679276873611
	49	-388.16947889409505
	50	-301.21244469714554
	51	-88.01377385497165
	52	-310.12325853734626
	53	-305.5922860682132
	54	-306.60263976466274
	55	-227.79103496840986
	56	-373.23635867338027
	57	-380.1174237001857
	58	-200.43335321547352
	59	-261.4012297309152
	60	-80.05797709225118
	61	-35.10497075201904
	62	-73.5362770392891
	63	-306.969709118347
	64	-89.34962909775408
	65	-99.53376350599252
	66	-479.48385472253483
	67	-109.2785556288541
	68	-182.78563568395435
	69	-353.68389675621495
	70	-279.0986787234709
	71	-365.40746867870365
	72	-110.20247244789635
	73	-409.95640575209006
	74	-36.803957409983255
	75	-247.17839193844281
	76	-416.4340782460587
	77	-125.27462884692176
	78	-62.89745671078091
	79	-205.5868428616478
	80	-136.7799372245337
	81	-47.20483923718824
	82	-243.4367506945171
	83	-334.6472831300987
	84	-248.73232184016874
	85	-317.55974618190874
	86	-376.8924255271101
	87	-374.7725517674492
	88	-286.00653367310747
	89	-84.88378884976856
	90	-258.6568580960944
	91	-139.64975205892682
	92	-475.9797039459723
	93	-145.76139572672275
	94	-26.86359450585553
	95	-41.935986742518374
	96	-331.9796248022497
	97	-141.93554948565966
	98	-255.40350263721746
	99	-356.5276439564515
	100	-182.98812497855974
	101	-161.80857517386303
	102	-81.95649930519701
	103	-379.12172595830737
	104	-233.43147311662128
	105	-72.07183794854
	106	-197.22619743674727
	107	-294.2281957694523
	108	-301.3809478981668
	109	-334.59140651168127
	110	-281.041594547483
	111	-98.85388128480038
	112	-368.1307343852024
	113	-292.2027038840322
	114	-281.10824653663076
	115	-106.42782474707022
	116	-146.7929007295158
	117	-276.8021178441351
	118	-288.150609815381
	119	-310.28694280118975
	120	-138.84198895854286
	121	-310.5791348025051
	122	-193.58790181590786
	123	-274.01573410050634
	124	-326.01797632917703
	125	-164.55272382735822
	126	-57.15501806717679
	127	-105.57483785358829
	128	23.564320565112766
	129	-326.05110507680126
	130	-26.86405661941299
	131	-28.47077938723521
	132	-137.19776956913324
	133	-291.83269106743353
	134	-239.439610768754
	135	-247.8900181328793
	136	-219.34259197374806
	137	-133.5174721270663
	138	-200.65169940971495
	139	-150.40478665131442
	140	-292.9765301708419
	141	-469.88381130449727
	142	-79.1170959034779
	143	-156.8255248505581
	144	-447.06279710875293
	145	-227.07823965654978
	146	-142.00346371501334
	147	-296.6287664392794
	148	-182.20649895544642
	149	-189.1016740894691
	150	-344.0046644026603
	151	-201.00389387441464
	152	-224.02220416691455
	153	-252.46790389132227
	154	-76.32703871395726
	155	-336.06251179058654
	156	-162.6002885467446
	157	-272.10288633272137
	158	-261.95246301675814
	159	-64.26925206412088
	160	-65.1863612237131
	161	-245.57171946392566
	162	-59.94402457431747
	163	-70.87222471931858
	164	-197.23314906810532
	165	-389.5126545276886
	166	-118.0342333789192
	167	-294.61747869416564
	168	-225.5353395926194
	169	-289.95834681116935
	170	-345.8826910307504
	171	-36.38460632042165
	172	-439.64770611709383
	173	-297.7772892532747
	174	-221.57160506393103
	175	-400.5976904550736
	176	-39.12472292609396
	177	-22.196184169389696
	178	-385.06847816904815
	179	-426.2411844613126
	180	-267.8751420161027
	181	-113.47930696578696
	182	-303.4072484111686
	183	-334.4953882135693
	184	-192.33620147897753
	185	-154.62213299589632
	186	-198.5958091272484
	187	-222.12054960482496
	188	-173.31957425956335
	189	-197.09229871923878
	190	-259.28643413516477
	191	-246.70662579988186
	192	-286.29475728928327
	193	-107.52593068755361
	194	-33.30843368606371
	195	-276.5763819671474
	196	-239.07721026303136
	197	-103.68560499230738
	198	-56.11627591523696
	199	-150.9920592332195
	200	-94.69845711675406
	201	-93.30588048152529
	202	-637.2733342596811
	203	-381.6721484756839
	204	-301.18593574028716
	205	-150.01669379877575
	206	-375.8596224863047
	207	-356.22096011710687
	208	-85.83302498691512
	209	-169.12866055867207
	210	-199.623781834406
	211	-160.24552978587758
	212	-183.1332414257518
	213	-308.95631967720885
	214	-415.64203624468763
	215	-321.0523007396654
	216	-176.4411408581127
	217	-139.50868947008306
	218	-482.235249775293
	219	-132.0384580519944
	220	-140.34478932186786
	221	-294.7697794882365
	222	-50.975605244375714
	223	-236.76880450386258
	224	-77.52933792881136
	225	-82.01539243273207
	226	-195.9942762944965
	227	-125.66871301263704
	228	-104.52553599813305
	229	-233.99202681604083
	230	-354.85799148629644
	231	-209.9177443850042
	232	-64.42753248175595
	233	-215.6822339675673
	234	-104.98879201616829
	235	-219.1912997541012
	236	-84.49031419160592
	237	-433.07163628637994
	238	-422.1831717666678
	239	-79.01705368626834
	240	-184.34589663390636
	241	-45.89833811562276
	242	-1.6970602652661313
	243	-385.9577026567492
	244	-229.79413356995119
	245	-73.57386752780276
	246	-25.319646028833446
	247	-226.21821850483454
	248	-160.37610214205563
	249	-118.93957768063572
	250	-93.96001592717505
	251	-123.74380768140108
	252	-86.6730386178996
	253	-52.66180757270813
	254	-85.48989235680449
	255	-309.8879810515002
	256	-73.08849955159523
	257	-118.4239961634659
	258	-72.85416472867848
	259	-193.60315651306712
	260	-437.83308640033846
	261	-327.82986451330976
	262	-97.32371118110532
	263	-27.74204500773955
	264	-69.13953508081981
	265	-349.47160751909314
	266	-135.79453815012687
	267	-113.95660485058073
	268	-47.60803320855928
	269	-95.78978921268424
	270	-288.97322204270085
	271	-278.003766359529
	272	-91.18305660684628
	273	-337.35882282229363
	274	-174.59055099426593
	275	-362.70280511868685
	276	-298.5269015733078
	277	-165.192989398559
	278	-100.76547778755244
	279	-233.6307246923652
	280	-289.22923792011636
	281	-370.91289326883424
	282	-60.24603844891431
	283	-202.19435505071385
	284	-368.4461048319547
	285	-100.15676938685492
	286	-98.60421375887941
	287	-252.8836433173496
	288	-430.9132665258797
	289	-259.4128260302929
	290	-280.0770944066444
	291	-198.31916300850764
	292	-181.83877900058917
	293	-481.1925569742922
	294	-126.67937623874447
	295	-107.03911413842773
	296	-146.77787247863273
	297	-140.95683656632093
	298	-185.66282691295024
	299	-84.05154071750748
	300	-396.57093821699766
	301	-81.92110001731061
	302	-332.02067484734465
	303	-14.766435632188092
	304	-80.8195296945458
	305	-53.999411005201466
	306	-105.63057905470774
	307	-209.61227204302713
	308	-128.65975936737576
	309	-34.29622257531237
	310	-88.66193742256998
	311	-102.27976848598796
	312	-72.23961688889537
	313	-332.20216406458763
	314	-184.22454820359076
	315	-302.35763015483144
	316	-267.5058599462967
	317	-269.79095521389456
	318	-178.4880940443049
	319	-324.67283176113114
	320	-48.11511091558272
	321	-211.48509594718553
	322	-158.0455952143562
	323	-57.71338086421591
	324	-155.62652602492633
	325	-338.9791400606679
	326	-77.4225319468722
	327	-281.97499837458156
	328	-112.92958098943883
	329	-66.79521659718759
	330	-352.2116427538716
	331	-70.19850325515272
	332	-179.02968164788962
	333	-115.41587771481056
	334	-103.74346972204442
	335	-317.6541620454153
	336	-303.1152343018696
	337	-234.82235109041181
	338	-63.77812515272247
	339	-364.53576796944367
	340	-321.20509101427797
	341	-248.79039310159794
	342	-145.8550584818746
	343	-123.96477112895627
	344	-159.84668851642675
	345	-68.58195102980687
	346	-59.29486655626281
	347	-42.18825146451576
	348	-143.57492658814954
	349	-265.18104895174565
	350	-123.15157858498355
	351	-35.37758667938732
	352	-131.8446974812379
	353	-184.47418900034626
	354	-91.21166288600818
	355	-337.40737661273187
	356	-42.62468514035267
	357	-473.7393727810132
	358	-61.42068580966831
	359	-436.27904310370843
	360	-141.7929015583138
	361	-145.5328444967555
	362	5.791897894512118
	363	-39.48420933738905
	364	-62.80464880509825
	365	-173.32826172355112
	366	-136.75623364010863
	367	-324.2155229708385
	368	-185.2985838771053
	369	-67.80629730275024
	370	-391.38359494542675
	371	-363.48362995824243
	372	-335.25855927170124
	373	-168.34755483516727
	374	-209.39796101929352
	375	-118.04680416263727
	376	-289.7225749073001
	377	-23.696440010418243
	378	-87.89668196525373
	379	-244.56057834731047
	380	-159.4784720445066
	381	-224.8058438016293
	382	-243.8660205436297
	383	-179.31302049352632
	384	-129.65426503397325
	385	-213.50455566279845
	386	-210.87429106517948
	387	-345.215578948062
	388	-79.27490353704113
	389	-182.26686783258856
	390	-316.2250122919181
	391	-185.6638537505268
	392	-141.40778291096206
	393	-191.96757954096194
	394	-43.05558574149212
	395	-108.9023788812537
	396	-324.2505356158531
	397	3.2483900688519327
	398	-67.43614010429246
	399	-226.10035562969082
	400	-106.66672371175486
	401	-108.12695736245557
	402	-98.96114303140487
	403	-90.93502161853641
	404	-332.3987759481573
	405	-295.60511555961085
	406	-59.07592986308292
	407	-189.01344554732214
	408	-248.41151829499495
	409	-278.551808694271
	410	-161.69872357184312
	411	-257.2653859966131
	412	-102.3194870068772
	413	-381.47731236412375
	414	-79.57078617079023
	415	-77.67444606414159
	416	-84.80286868426812
	417	-169.60566415492576
	418	-100.57675142008951
	419	-107.44799050483506
	420	-97.28107918342565
	421	-300.17269866353314
	422	-313.9546194507776
	423	-210.72783389808438
	424	-211.38191623766258
	425	-95.73859811682702
	426	-214.01176940368055
	427	-86.2317222469467
	428	-126.0706361964265
	429	-239.55222986031822
	430	-32.43713036377582
	431	-135.8264068790598
	432	-371.73719436912415
	433	-69.81861250500377
	434	-172.38701092284322
	435	-117.71301133593562
	436	-79.04407761197322
	437	-74.13485455023911
	438	-244.44732788966834
	439	-74.04943600205179
	440	-130.71956980754334
	441	-59.53503737413659
	442	-29.235023921286853
	443	-310.7232142906183
	444	-253.31535734395197
	445	-445.7572351245505
	446	-306.1776721788908
	447	-231.3431070594794
	448	-132.7382063210033
	449	-201.43569396796187
	450	-352.4266508572164
	451	-78.41760456899834
	452	-287.28996193556054
	453	-84.04406809070596
	454	-115.32841644089741
	455	-184.3932904290499
	456	-166.8769212653367
	457	-130.99056716021565
	458	-137.65441340892087
	459	-142.99159043727997
	460	-72.59181483519643
	461	-169.13476899375956
	462	-192.40497037682488
	463	-359.94053601559
	464	-127.42855549612042
	465	-301.4042181003406
	466	-86.74093604187556
	467	-21.992029111438825
	468	-138.308160649757
	469	-145.67426390759636
	470	-221.2644711327992
	471	-40.314644635916835
	472	-392.3018819506609
	473	-115.08514694971015
	474	-74.76776250741898
	475	-256.21434443731073
	476	-62.48580999226696
	477	-255.04106797271305
	478	-121.14769291117666
	479	-161.70414023069182
	480	-18.79551977911757
	481	-102.09790321965792
	482	-210.07672600452725
	483	-55.3345534597819
	484	-222.94429518765867
	485	7.261724933800167
	486	-343.1817746082719
	487	-190.36782067786356
	488	-79.67979753678836
	489	-244.25572765146399
	490	-16.31669492318872
	491	-151.28945117514948
	492	-256.75524074386703
	493	-316.5376351542931
	494	-217.93693162904484
	495	-317.93778161879044
	496	-137.90788667214736
	497	-62.181540623245255
	498	-85.03081973439406
	499	-30.478484420249288
	500	-234.65035290734724
	501	-431.39129466419683
	502	-95.27464149369347
	503	16.172016633213502
	504	-116.98087577254289
	505	-85.47382516670008
	506	-57.54421615552962
